,Emp ID,Name,DOB,SSN,State
660,1212,Cassandra Blanchard,1977-03-03,647-57-6073,Idaho
661,58,Michael Andersen,1961-09-02,460-10-0392,North Dakota
662,542,Cindy Cruz,1976-10-08,887-55-5675,Minnesota
663,574,Richard Jones,1986-05-01,833-50-2767,Oklahoma
664,880,Judy Williamson,1958-11-30,415-54-4904,Pennsylvania
665,1601,Pamela Arnold,1994-08-04,620-23-0539,New York
666,1873,Julia Stuart,1987-05-20,487-68-0136,Delaware
667,180,Jessica Johnson,1959-12-23,639-52-6174,Colorado
668,242,Samantha Gilbert,1961-03-18,179-05-2427,Utah
669,1215,Heather Barton,1973-04-02,636-90-0109,New Hampshire
670,394,Lauren Guzman,1990-02-22,888-95-5246,Maryland
671,1173,Tabitha Salazar,1990-04-15,113-31-4140,Indiana
672,1681,Jason Page,1963-09-17,668-67-4503,New Hampshire
673,1956,Justin Simpson,1964-10-16,574-81-8212,Colorado
674,508,Richard Brennan,1987-11-23,072-05-3215,Arizona
675,1844,Aaron Mathis,1957-02-04,826-33-1972,Kentucky
676,1914,Kayla Green,1972-11-13,083-66-3449,South Carolina
677,1109,Sherry Medina,1991-02-10,885-87-1685,Alaska
678,1656,Lee Smith,1984-03-11,013-11-5651,Oklahoma
679,263,Michael Rowe,1967-11-15,144-20-3860,Vermont
680,1069,Keith Thompson,1982-10-26,729-35-2301,Massachusetts
681,1991,Justin Austin,1989-02-16,528-59-2653,Kentucky
682,1805,John Rose,1990-08-25,311-39-5475,Colorado
683,2,Jason Bailey,1989-02-10,261-96-0094,Hawaii
684,468,Christie Parker,1986-06-10,100-79-2928,Massachusetts
685,465,David Bell,1977-10-23,164-96-4436,Massachusetts
686,1185,Shane Brown,1958-03-26,018-54-4680,New Hampshire
687,630,Nicholas Patrick,1991-11-19,564-51-8810,Connecticut
688,811,Ashley Heath,1984-03-25,428-77-7731,West Virginia
689,1400,Kathryn Conrad,1991-07-02,743-05-2367,Alaska
690,112,Pamela Ramirez,1984-06-30,628-31-5534,Pennsylvania
691,116,Kristin Gonzalez,1961-08-04,686-87-5453,Michigan
692,1005,Paul Smith,1964-12-13,178-59-3289,Arizona
693,400,Emily Walters,1984-03-14,418-33-8813,Rhode Island
694,767,Olivia Jimenez,1977-08-07,493-96-6400,Idaho
695,1158,Michelle Richards,1987-09-25,215-79-0333,Nevada
696,2021,Robert Stein,1963-08-20,756-47-5658,Tennessee
697,1142,Tanya Ellis,1979-03-03,143-76-3149,Delaware
698,1736,Amanda Cervantes,1978-09-02,547-76-6911,Kentucky
699,837,John Pham,1991-11-09,350-68-7062,New Hampshire
700,197,Raymond Hunter,1981-01-19,871-28-5472,Maryland
701,1999,Wendy Garrett,1982-06-23,437-04-8044,South Dakota
702,1326,Joseph Brown,1971-09-06,279-33-9641,New York
703,1803,Shawn Johnson,1969-02-17,827-84-5012,Washington
704,399,Linda Warner,1959-09-26,653-26-0217,New Mexico
705,228,Elijah Padilla,1982-04-21,420-23-1696,Alaska
706,382,Jason Torres,1958-06-05,466-55-8830,Alabama
707,41,Christopher Flores,1959-12-28,196-26-0940,South Dakota
708,1012,Anthony Ware,1980-02-07,692-91-4265,Wisconsin
709,1298,Paul Hebert,1984-11-11,570-12-0581,Mississippi
710,1832,John Ballard,1990-01-11,386-93-7793,Pennsylvania
711,493,Jeffrey Fisher,1965-04-04,860-91-8585,Arizona
712,629,David Vega,1989-10-03,374-09-9790,Maryland
713,1579,Karen Horn,1984-03-27,432-61-2821,Wisconsin
714,1222,Jermaine King,1993-08-21,590-30-9068,Rhode Island
715,1769,Charles Weaver,1962-08-11,006-86-0697,Delaware
716,1086,Anthony Bean,1966-11-18,891-11-6681,Arkansas
717,642,Sara Schultz,1987-08-26,512-99-8390,Colorado
718,1050,Dustin Kline,1971-06-06,184-84-8783,Georgia
719,901,Kevin Green,1959-03-15,319-23-3626,Rhode Island
720,118,Alyssa Hickman,1974-04-19,349-08-9953,Illinois
721,1504,Shannon Walker,1978-01-15,126-76-4315,New Mexico
722,1180,Krista Jackson,1977-04-07,517-04-1259,Louisiana
723,933,Lawrence Sutton,1959-10-11,137-69-1525,West Virginia
724,249,Brady Vaughn,1983-10-29,218-73-7261,Virginia
725,1941,Joseph Rollins,1988-05-17,483-84-5638,Illinois
726,1413,Joseph Lopez,1980-11-06,632-98-9529,Nebraska
727,2110,Jennifer Castro,1976-05-16,099-08-9645,Hawaii
728,1499,David Mcgee,1958-02-07,185-15-9525,North Dakota
729,457,Kevin Reed,1960-04-22,034-77-8987,Arkansas
730,497,Jennifer Holloway,1991-01-30,791-57-1289,New Jersey
731,2006,Troy Turner,1959-11-05,132-73-1685,Arizona
732,276,Sherry Trevino,1964-10-24,105-98-3646,Alaska
733,435,Bailey Patel,1985-03-24,398-42-9372,Illinois
734,1257,Michael Rivers,1971-10-05,881-23-3089,Washington
735,956,Trevor Ochoa,1988-08-26,047-84-8514,Pennsylvania
736,673,Danielle Robinson,1960-05-31,143-83-8917,South Dakota
737,1237,Jacob Jones,1981-04-02,472-26-4935,Texas
738,877,Dorothy Molina,1965-01-13,563-51-7633,South Carolina
739,1223,Sarah Calhoun,1972-12-10,720-30-5594,Virginia
740,1446,Brenda Zimmerman,1980-05-16,558-50-9615,Kansas
741,1510,Nina Banks,1985-05-09,191-26-9945,Wisconsin
742,1583,Rebecca Fox,1988-09-27,832-11-3940,Montana
743,1292,Maria Mckenzie,1974-07-28,381-59-8479,New Jersey
744,1978,Willie Hines,1993-05-01,601-41-2557,Nevada
745,29,Zachary Tyler,1966-08-24,197-95-6670,Utah
746,240,Emily Cochran,1970-12-28,133-59-5494,South Dakota
747,2109,Kayla Galloway,1961-12-04,651-81-9611,Arizona
748,1839,Mary Walsh,1989-07-09,675-58-4428,North Dakota
749,806,James Kirk,1976-03-18,892-38-2003,Utah
750,1386,Kelly Casey,1991-01-22,529-74-0409,Oklahoma
751,1078,Travis Lee,1958-01-16,582-39-2949,Washington
752,1042,Jessica Williams,1981-11-24,095-56-4639,Kentucky
753,1120,Donald Lawson,1994-10-20,087-71-5876,South Dakota
754,1027,Jodi Newton,1983-12-28,703-14-4224,Idaho
755,1225,Taylor Hernandez,1976-03-20,648-25-4749,Nebraska
756,1087,Christine Hopkins,1968-10-13,075-28-5682,Missouri
757,570,Barbara Jefferson,1989-04-02,200-32-4441,New Jersey
758,1360,Kelly Strickland,1976-06-30,833-27-7387,Missouri
759,716,John Stevens,1975-08-31,796-82-2721,North Dakota
760,2115,Megan Melendez,1988-11-03,358-37-3429,Maryland
761,1532,Troy Ballard,1992-04-25,742-14-8211,Massachusetts
762,36,John Young,1962-10-08,160-24-8187,Maine
763,1721,Joseph Henderson,1978-06-15,461-21-1968,Washington
764,1218,Frank Williams,1980-12-03,472-06-8177,New Hampshire
765,626,Wesley Davis,1985-09-28,278-85-9388,Indiana
766,432,Jared Harper,1991-10-07,093-20-7767,South Dakota
767,1076,Joshua Miller,1973-10-01,306-01-3684,Massachusetts
768,1543,Caleb Rubio,1966-01-06,273-89-9678,Texas
769,1055,Yvette Wyatt,1981-02-11,735-18-7673,Illinois
770,663,Veronica Rodriguez,1994-02-27,561-21-0138,Maine
771,884,Chase Peters,1989-06-27,814-09-0588,Michigan
772,1904,Thomas Curry,1960-01-30,273-94-9978,Massachusetts
773,636,David Garrett,1957-01-07,742-73-0743,Texas
774,1729,Brent Jones,1968-05-12,209-06-4006,Wyoming
775,1870,Mary Jones,1960-07-05,122-36-1233,Oregon
776,2005,Kurt Calderon,1971-11-22,020-44-3640,New Mexico
777,1160,Jennifer Stevens,1984-06-27,462-69-6438,Iowa
778,1609,Michael Miller,1959-05-21,550-74-9413,Maryland
779,672,Rachael Murphy,1959-05-04,549-32-4348,California
780,1779,James Griffith,1970-11-12,607-98-7967,Vermont
781,1854,Pamela Ray,1977-04-11,128-34-6548,Hawaii
782,108,Shawn Mitchell,1993-07-27,576-10-5330,Maryland
783,653,Diane Wiley,1977-11-09,535-95-7369,Hawaii
784,1024,Matthew Berry,1959-12-16,574-76-2038,Hawaii
785,1852,Tracy Davis,1988-09-13,493-88-1962,California
786,178,Derek Hale,1977-11-11,210-75-7878,Arkansas
787,1624,Diane Shea,1957-03-10,174-94-8090,Mississippi
788,918,Joseph Gutierrez,1990-02-16,129-52-5291,Rhode Island
789,1008,Andrea Byrd,1967-08-12,069-12-3106,Indiana
790,1312,Kathryn Malone,1970-05-24,471-77-1227,Montana
791,501,Matthew Wilson,1967-02-24,777-94-5058,Ohio
792,157,Vincent Sloan,1959-10-19,777-74-5501,North Carolina
793,1927,Ashley Chandler,1980-03-21,859-05-1307,Arizona
794,71,Willie Jones,1983-01-08,687-19-5452,Indiana
795,96,Brett Thomas,1992-09-01,211-79-6916,Texas
796,1093,Cristian French,1965-12-01,038-55-5433,Nevada
797,1602,Brenda Davis,1993-10-17,510-65-8713,Nebraska
798,813,Jennifer Gray,1973-12-28,154-45-9634,Alabama
799,136,Eric Bradley,1988-03-02,601-80-4231,South Carolina
800,70,Thomas Howell,1977-05-19,105-15-8695,Hawaii
801,978,Mary Simpson,1980-02-27,364-43-2691,Kansas
802,1372,Kelli Owens,1972-08-28,059-54-8002,New York
803,1117,Charles Savage,1977-11-09,089-82-9402,California
804,1085,Christopher Espinoza,1958-03-21,091-79-4243,Wisconsin
805,559,Clayton Henderson,1975-06-30,045-37-9396,Wyoming
806,2077,Rachel Sandoval,1975-11-30,667-68-5233,North Carolina
807,347,Stephanie Carpenter,1959-11-01,043-49-7041,Missouri
808,2101,Natalie Turner,1991-06-19,711-18-3128,Colorado
809,230,Julie Higgins,1974-11-24,425-84-8175,Mississippi
810,1711,Logan Briggs,1964-08-18,394-98-7519,Kentucky
811,1851,Jose Manning,1987-08-12,777-87-0989,Georgia
812,173,Tamara Morris,1961-10-13,198-60-3486,Wisconsin
813,1140,Brian Martinez,1972-09-10,398-67-4875,New Hampshire
814,282,David Contreras,1994-08-27,733-36-7970,Texas
815,2016,Joshua Graves,1969-01-29,350-03-5080,California
816,281,Jennifer Gilbert,1985-08-25,248-06-9467,Hawaii
817,1177,Kevin Brock,1974-08-31,740-36-6074,Kansas
818,727,Roger Coleman,1957-09-14,631-81-6111,New York
819,577,Grant Patterson,1986-12-24,611-12-6784,Rhode Island
820,753,Kevin Robinson,1991-12-05,486-54-4224,Maryland
821,1561,James Stokes,1971-04-16,129-26-0232,California
822,587,David Johnson,1990-01-08,841-95-3708,Michigan
823,830,John Rivera,1964-01-03,173-78-3546,Louisiana
824,1890,Charles Bryan,1985-12-04,659-84-2171,Maryland
825,47,Alexander Romero,1975-07-12,284-11-1442,Vermont
826,139,Matthew Knight,1984-05-07,841-90-8438,Texas
827,270,James Harris,1973-12-20,695-25-8140,Montana
828,1487,Richard Hunt,1983-08-30,040-59-4959,Maryland
829,706,Kaitlyn Reese,1983-05-21,196-49-5521,Florida
830,576,Marissa Kelly,1974-10-26,336-10-7575,North Dakota
831,1699,Heidi Shaw,1987-11-13,413-48-6968,Kentucky
832,1921,Alyssa Armstrong,1992-03-05,353-98-0479,Alabama
833,1432,Erica Cole,1971-12-01,044-30-7616,Rhode Island
834,1938,David Johnston,1965-07-31,634-39-0677,Utah
835,962,Katrina Wiggins,1975-09-14,766-14-1378,Rhode Island
836,1541,Benjamin Long,1976-12-09,388-98-7867,Rhode Island
837,2120,Pam Sanchez,1975-11-21,352-38-8018,Minnesota
838,1640,Lori Adams,1991-08-06,538-64-3803,Idaho
839,233,Julie Nelson,1972-08-22,084-02-5917,Georgia
840,1039,Joseph Steele,1990-04-28,344-40-9841,Washington
841,1868,Craig Wiggins,1962-05-28,704-75-7616,Texas
842,2123,Jill Fox,1965-02-21,124-55-3332,Pennsylvania
843,243,Gerald Wallace,1988-10-17,075-77-0638,Nebraska
844,1722,Michael Vasquez,1994-11-05,115-93-2681,Texas
845,1547,Keith Thomas,1972-06-18,614-76-3051,Pennsylvania
846,201,Gregory Williams,1957-06-09,319-96-2236,New Hampshire
847,822,John Daniels,1982-06-07,077-42-2845,Vermont
848,1948,Susan Garrison,1967-06-17,503-90-8796,New York
849,1230,Brenda Gay,1978-01-02,676-08-7151,Connecticut
850,1161,Wyatt Moreno,1984-03-22,400-09-4187,Michigan
851,1518,Susan Turner,1966-04-26,038-09-2571,Utah
852,258,Denise Martin,1982-05-11,308-85-2489,Indiana
853,2011,Erica Ryan,1982-08-13,350-79-8369,Maryland
854,1758,Monica Hawkins,1958-02-26,191-14-2444,West Virginia
855,944,Brenda Freeman,1994-01-11,493-32-2578,Arizona
856,333,James Walker,1990-01-16,215-43-1799,Virginia
857,1781,Mark Gordon,1987-09-20,170-10-5608,New York
858,871,Joseph Cummings,1971-08-11,359-85-3554,New Hampshire
859,798,Andrea Fitzgerald,1990-12-04,477-01-5882,Massachusetts
860,1828,Vanessa Petersen,1966-05-17,356-30-8659,Pennsylvania
861,1804,Jessica Moore,1958-03-27,110-90-0396,Iowa
862,1403,Ryan Moreno,1974-07-25,246-82-2902,Georgia
863,1520,Tony Banks,1991-09-15,521-75-7821,Minnesota
864,1635,Christina Marshall,1966-04-07,045-01-6940,Iowa
865,1666,Andrew Sutton,1983-01-18,184-15-2345,Hawaii
866,652,Tom Mayer,1986-02-09,203-81-3480,Vermont
867,2038,Cassandra Gordon,1984-02-21,709-13-2243,New York
868,788,Cameron Silva,1980-06-11,675-98-7963,Massachusetts
869,734,Cheryl Flores,1986-08-13,407-44-5566,Delaware
870,2067,Jennifer Newman,1964-04-05,014-66-3067,Nebraska
871,1137,Peter Miller,1968-06-27,529-07-5656,Oklahoma
872,1792,Ashley Smith,1990-03-17,315-60-1428,Nebraska
873,488,Brianna Brown,1988-06-28,780-32-3009,Alabama
874,2114,Peter Hansen,1980-07-27,216-14-4935,Rhode Island
875,2026,Jimmy Hunter,1988-12-11,268-03-2553,Idaho
876,759,Angela Randall,1982-12-03,203-95-3666,New York
877,175,Brandon Gomez,1980-04-30,079-22-9117,Colorado
878,385,Shawn Smith,1976-06-11,383-31-3742,New Hampshire
879,1807,Marcus Garza,1960-04-01,328-61-3499,Tennessee
880,711,Amber White,1967-03-27,014-50-8793,Louisiana
881,1861,Ashley Shepard,1972-07-24,215-19-2653,Ohio
882,1894,Maurice Palmer,1980-09-11,850-64-6048,Louisiana
883,833,Richard Ward,1959-09-15,097-89-4384,Missouri
884,939,Robert Bailey,1980-06-22,401-86-0849,Colorado
885,2029,Jose Dodson,1969-01-12,157-43-2007,North Carolina
886,194,Jeanette Hart,1965-10-22,561-46-4052,New Jersey
887,1801,John Shepard,1975-07-11,236-79-7873,New Hampshire
888,526,Jennifer Stafford,1978-11-19,627-82-3340,West Virginia
889,610,Jenny Morgan,1992-10-02,400-26-3732,Kansas
890,94,Jill Haynes,1979-03-15,811-10-9789,New York
891,1195,Matthew Aguirre,1981-04-06,135-07-3346,New Mexico
892,213,Joshua King,1994-01-04,785-60-3279,Virginia
893,17,Vincent Howard,1972-05-11,157-47-3520,Maryland
894,1755,Kimberly Acevedo,1968-09-04,089-91-1279,Massachusetts
895,1505,Cameron Griffith,1986-01-09,545-80-0633,Massachusetts
896,1899,Angela Love,1974-03-12,528-49-7067,Kansas
897,1692,Larry Roach,1971-07-13,741-93-2498,Virginia
898,1248,Kimberly Fleming,1985-04-09,773-29-6799,Iowa
899,1587,Vanessa Wells,1993-09-14,100-34-3702,Nevada
900,1621,Brenda Russell,1983-10-24,566-05-1775,Maryland
901,30,Julia Reynolds,1969-07-10,564-02-5553,Idaho
902,239,Scott Kane,1969-08-16,149-39-9499,West Virginia
903,1557,Jenny Thompson,1988-12-29,234-56-5801,South Dakota
904,1829,Robert Castro,1977-04-20,746-85-6975,Michigan
905,1290,James Miller,1966-08-12,619-98-2119,Maine
906,1464,Audrey Murphy,1962-07-12,618-81-8969,Idaho
907,751,Dana Cox,1980-01-12,839-55-4163,Utah
908,986,Kiara Riley,1988-06-12,775-91-6560,Kansas
909,1673,Isabella Marshall,1957-01-11,565-42-9744,Washington
910,1313,Amanda Wright,1973-12-05,650-21-7528,Texas
911,1508,Nicholas Weaver,1976-03-22,295-08-4980,Alabama
912,210,Erin Snyder,1976-02-24,548-96-9700,North Carolina
913,442,Donna Bolton,1990-06-16,743-72-6047,Arizona
914,1687,Brittany Murphy,1985-01-05,762-72-0297,Montana
915,262,Cynthia Roberts,1969-03-08,186-04-9922,Georgia
916,406,Steven Russell,1974-03-21,301-39-0698,Illinois
917,454,Bernard Torres,1977-08-04,315-86-7636,Nebraska
918,1730,Tiffany Terrell,1967-07-08,824-66-7361,Illinois
919,1164,Donna Mason,1971-03-20,419-12-3768,Oklahoma
920,634,Stephanie Melton,1977-01-23,853-22-0043,North Carolina
921,273,Sylvia Jackson,1986-04-18,779-06-2148,Iowa
922,1364,Theresa Williams,1965-01-10,702-13-4890,Virginia
923,59,Dana Zimmerman,1973-03-31,812-44-8983,New Jersey
924,1113,Alex Morris,1975-07-24,465-29-6079,Vermont
925,443,Marc Mason,1983-10-16,295-47-0467,New Hampshire
926,638,Cameron Guerra,1958-05-14,403-05-6206,New Jersey
927,275,Charles Olsen,1956-11-16,682-91-6474,Montana
928,1995,Joshua Schneider,1967-08-27,616-96-4288,Missouri
929,774,Edwin Baker,1969-04-14,447-52-1199,Minnesota
930,676,Jasmine Jordan,1992-08-20,788-01-9773,Pennsylvania
931,100,Sean Dunn,1970-02-20,148-21-8722,Kansas
932,827,Megan Schwartz,1990-06-14,683-70-4732,Florida
933,322,Derrick Gallagher,1960-09-14,888-99-1589,Vermont
934,219,Lindsey Jones,1991-10-18,169-11-3838,Arizona
935,1618,Monique Martinez,1963-08-14,240-22-9950,Florida
936,1990,Steven Soto,1975-09-23,385-27-7166,Texas
937,1877,Wendy Peck,1981-10-18,768-68-4054,Pennsylvania
938,1690,Ryan Bailey,1957-05-17,642-84-6255,Indiana
939,1853,Jessica Smith,1957-05-07,197-34-2947,Maine
940,1554,Ashley Fox,1964-01-21,322-71-4516,Idaho
941,1866,Luis Horn,1962-05-02,680-14-4696,Massachusetts
942,988,Brent Schneider,1957-09-27,093-89-8569,North Dakota
943,1385,Gail Rodriguez,1991-10-01,862-52-8941,Virginia
944,857,Jason Baker,1980-02-16,156-40-9908,Tennessee
945,2037,Amanda Gomez,1962-05-03,353-12-2194,Alaska
946,1201,Edward Valdez,1972-08-05,114-77-5545,North Dakota
947,690,Kelly Brandt,1979-01-12,799-38-9046,Maine
948,948,Christopher Carrillo,1958-01-09,146-68-4103,Michigan
949,208,Elizabeth Potter,1962-07-02,145-09-5640,Montana
950,2024,Timothy Howard,1989-10-08,133-88-1253,Iowa
951,683,Rebecca Pollard,1984-04-29,144-71-1865,Kentucky
952,1814,Stephen Short,1970-08-15,312-92-1323,Pennsylvania
953,478,Michael Odom,1973-07-25,181-06-9368,Mississippi
954,1419,Pamela Lawrence,1978-02-01,440-68-2412,Kentucky
955,203,David Young,1982-11-09,549-91-7690,Hawaii
956,1569,Michael Bass,1975-10-03,687-85-9503,South Dakota
957,1325,Brandon Medina,1991-01-24,326-12-0987,Massachusetts
958,1615,Peter Shepard,1983-12-01,667-55-3577,Kentucky
959,291,Jessica Moore,1959-09-14,504-78-3396,Maryland
960,695,Amy Keith,1968-12-06,253-79-1932,Georgia
961,1070,Scott Cook,1985-04-19,038-04-6522,Rhode Island
962,904,Samuel Schmitt,1960-05-09,652-21-3184,Maryland
963,2099,Tina Stewart,1963-09-18,194-07-3569,New Hampshire
964,393,Dorothy White,1960-08-27,368-75-8706,Pennsylvania
965,330,Ashley Bowers,1974-07-08,268-92-0139,California
966,1876,Jermaine Watson,1965-03-09,295-58-6762,New Jersey
967,1604,Frank Delgado,1965-09-26,821-33-1186,Wyoming
968,1712,April Bradley,1982-07-20,093-16-2371,Texas
969,747,Jessica Brandt,1983-01-09,032-59-3653,Arkansas
970,796,John Blankenship,1961-01-25,459-29-4697,Maryland
971,1303,Jason Barber,1974-01-31,050-33-2267,Rhode Island
972,783,Kim Delgado,1971-06-24,034-09-5421,Delaware
973,187,Veronica Rangel,1958-06-20,238-30-5671,Wisconsin
974,656,Margaret Hammond,1974-02-07,161-31-2207,Oklahoma
975,1864,Rebecca Mcbride,1966-02-21,781-91-4226,South Dakota
976,257,Tina Anderson,1968-02-17,783-25-8693,New Hampshire
977,1946,Jessica Rodriguez,1992-11-13,018-02-5170,New York
978,301,Jason Jones,1970-03-31,645-01-3300,Louisiana
979,1471,Mike Rice,1984-02-25,376-16-7394,Georgia
980,1045,Michael Williams,1989-07-22,540-04-2875,Wisconsin
981,2074,Sarah Kane,1980-07-30,051-02-9475,Georgia
982,1735,Chad Koch,1965-09-20,132-33-5358,Kentucky
983,1987,Lisa Oneal,1957-11-03,817-86-1248,Pennsylvania
984,1460,Donna Robinson,1985-02-24,813-03-9275,Wisconsin
985,495,Colton Fisher,1957-07-29,287-39-7854,Idaho
986,2014,Cody Hardy,1969-10-04,863-67-5576,Texas
987,1862,Brooke Mckee,1993-05-10,748-80-4110,Texas
988,1741,Luke Adams,1977-09-11,629-61-8540,South Carolina
989,1296,Sara Wilson,1957-04-29,097-58-2024,Arkansas
990,900,Brandon Thomas,1994-11-11,675-75-2838,Rhode Island
991,1813,Michael Kim,1981-08-03,267-16-3695,New York
992,1154,Claire Andrade,1994-06-28,133-44-6044,Wisconsin
993,1102,Diane Jones,1983-03-29,606-16-8549,Nebraska
994,2045,Stephanie Robinson,1988-09-21,563-03-8989,New Jersey
995,1229,Eric Guerrero,1959-02-06,409-87-6912,Florida
996,337,Robert Bennett,1976-12-07,077-83-2907,Arizona
997,1278,Alexa Thompson,1984-09-26,895-03-9583,Illinois
998,1239,Anita Eaton,1966-07-06,261-63-5925,Rhode Island
999,2050,Richard Smith,1993-01-29,815-15-8035,Minnesota
1000,643,Jeremy Lopez,1993-08-16,450-83-1218,Missouri
1001,1698,Grant Sanchez,1992-01-27,813-27-8505,Georgia
1002,1363,Robert Weber,1960-01-05,222-70-8958,Missouri
1003,1998,Amy Sanchez,1974-12-05,586-86-3625,Alabama
1004,1936,Tanner Esparza,1973-02-23,283-84-3742,Oklahoma
1005,909,Denise Lane,1986-07-22,791-96-3327,Idaho
1006,51,Dennis Leblanc,1994-03-01,509-27-6198,Illinois
1007,1701,Michelle Wade,1985-12-27,869-13-9162,Louisiana
1008,1892,Valerie Adkins,1959-11-01,016-94-5882,Colorado
1009,945,Caleb Hall,1982-07-04,559-24-3125,Indiana
1010,1826,Evan Parker,1991-11-18,429-95-7213,Pennsylvania
1011,159,Amy Delgado,1984-01-11,790-07-9583,Montana
1012,480,Logan Moss,1990-07-28,324-95-9460,West Virginia
1013,1676,Danielle Davis,1974-03-23,341-47-4665,Hawaii
1014,268,Brian Martin,1986-03-25,551-23-0991,Hawaii
1015,551,Travis Keith,1963-07-28,640-01-4320,New Mexico
1016,782,Abigail Jacobs,1974-03-08,746-04-1596,Nevada
1017,1244,Gabrielle Wise,1960-08-11,822-04-4965,Massachusetts
1018,1971,Paul Suarez,1962-10-07,325-94-6300,Rhode Island
1019,1430,Michael Ochoa,1986-08-09,877-18-9602,Texas
1020,295,Daniel Pacheco,1975-01-09,481-33-9820,Minnesota
1021,631,Austin Jackson,1970-04-06,044-72-8701,Missouri
1022,1806,Patricia Patterson,1965-06-27,049-16-8753,Iowa
1023,1629,Diane Green,1969-10-24,553-16-3033,Wyoming
1024,410,Louis Flynn,1988-11-09,129-43-3481,California
1025,1916,Nancy Schmidt,1969-03-01,192-83-9447,South Carolina
1026,808,Jaclyn Cunningham,1963-11-02,140-67-8956,South Dakota
1027,143,Elizabeth Davis,1964-10-12,222-01-4168,Nevada
1028,675,Jacqueline Donaldson,1966-09-07,880-39-5320,Kentucky
1029,1462,Gabriel Mitchell,1959-02-08,111-37-8486,New York
1030,2048,Sara Barajas,1990-10-04,135-01-8344,Vermont
1031,674,Ann Williams,1983-03-06,282-70-5252,California
1032,1150,Justin Baker,1982-07-02,082-37-2028,Michigan
1033,941,Kimberly Lee,1961-09-19,032-66-2156,Massachusetts
1034,707,Karen Roberts,1975-01-21,547-99-9717,Illinois
1035,1977,Miguel Gonzales,1965-10-26,873-63-2152,West Virginia
1036,1417,Alexandra Barrett,1967-07-20,208-36-9720,Connecticut
1037,620,Jeffrey Garcia,1965-06-05,795-78-0488,Iowa
1038,735,Elizabeth Bautista,1993-05-04,077-12-8946,Montana
1039,2106,Danielle Kemp,1980-10-27,386-62-5272,Oklahoma
1040,1406,Melinda Miller,1974-03-01,084-04-2932,Georgia
1041,1273,Cindy Wagner,1962-05-21,183-35-6272,Michigan
1042,1957,Rebecca Kirby,1957-10-27,832-03-7876,Illinois
1043,2042,Jeremy Jefferson,1992-03-16,768-77-4470,Ohio
1044,668,Vincent Thomas,1962-03-31,776-60-5867,Hawaii
1045,1791,Cameron Jones,1988-11-12,796-65-5160,Michigan
1046,950,Alicia Morales,1965-06-28,333-20-5920,Hawaii
1047,1580,Dylan White,1992-07-18,677-03-0048,Ohio
1048,67,Lauren Price,1975-06-30,847-68-5316,Michigan
1049,1632,Diane Buck,1976-04-09,086-12-5953,Nebraska
1050,1080,Brian Harper,1967-01-02,426-56-3047,Pennsylvania
1051,190,Tim Allen,1973-01-08,678-95-4264,West Virginia
1052,1477,Sierra Cortez,1974-03-24,889-39-5367,Washington
1053,1338,Thomas Garza,1987-09-23,152-18-5832,Delaware
1054,181,Daniel Ramirez,1976-12-31,891-94-8963,New York
1055,1966,Crystal Ellis,1958-03-09,245-92-0049,New Hampshire
1056,150,Stefanie Carpenter,1978-06-26,178-97-4588,Kentucky
1057,2019,Timothy Cameron,1960-04-23,127-29-8743,Kentucky
1058,1149,Brandi Gregory,1983-04-15,857-67-5829,North Carolina
1059,1162,Victoria Daniels,1966-06-08,145-88-9427,New Mexico
1060,1108,Steven Washington,1963-08-23,508-65-1988,Alabama
1061,935,Michelle Wright,1969-02-19,741-94-6564,Utah
1062,106,Keith Carter,1957-08-16,780-99-0345,Vermont
1063,692,Nathan Cruz,1970-09-16,313-46-8620,Hawaii
1064,122,Robert Gonzales,1968-08-02,430-98-1916,Georgia
1065,2081,Matthew Garcia,1983-04-13,876-77-8684,Kansas
1066,1568,Gina Green,1960-03-01,480-85-3706,Tennessee
1067,1895,Barbara York,1975-02-17,025-74-9106,Vermont
1068,1194,Crystal French,1979-10-04,888-14-1489,Utah
1069,1190,Kathy Bryant,1988-10-12,209-90-3187,Missouri
1070,271,Brittney Lin,1993-09-02,073-07-2328,Minnesota
1071,1772,Lindsay Francis,1976-01-30,145-64-4190,Georgia
1072,1765,Bryan Torres,1985-06-02,478-98-6406,Illinois
1073,1727,Michael Crawford,1982-05-31,355-60-1246,Hawaii
1074,161,Anna Mann,1969-12-09,566-28-3666,South Dakota
1075,628,Richard Bowers,1978-07-12,578-70-9051,Maine
1076,1203,Jennifer Welch,1967-09-14,772-03-4330,Massachusetts
1077,489,Megan Phillips,1986-06-13,578-52-7101,Wyoming
1078,546,Anthony Garcia,1965-10-30,204-72-6626,Michigan
1079,713,Courtney Hughes,1975-06-21,128-54-3393,New Mexico
1080,1880,Jennifer Allison,1989-12-24,826-31-8151,Delaware
1081,637,Randy Smith,1979-11-19,290-03-7796,Arkansas
1082,1272,Christopher Harris,1989-02-23,788-01-7997,California
1083,1900,Laura Salazar,1959-07-12,193-05-8642,Oregon
1084,966,Kristi Harrell,1968-06-09,016-85-1401,Wisconsin
1085,1186,Christine Brown,1974-03-22,740-33-1339,New York
1086,1491,Rachel Morris,1975-06-03,613-44-9640,Alabama
1087,1088,Daniel Hanson,1972-10-24,368-75-3739,Kentucky
1088,343,Geoffrey Lee,1993-09-14,213-30-6931,West Virginia
1089,717,Thomas Murphy,1987-02-07,663-72-8386,Rhode Island
